idproducto;idcentro;nombre;codigo;descripcion
1233;5;HALOGENOS;ARTY0986450;Repuesto 
1234;5;FILTRO DE AIRE;ADT157863;Repuesto 
1235;5;TIJERETA;4587RADADD;Repuesto 
1236;5;BUJIAS;85FDTG2345;Repuesto 
1237;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1238;5;RETROVISOR;GDS0278DW;Repuesto 
1239;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1240;5;BATERIAS DIENER;89JHTF654;Repuesto 
1241;5;TURBINA;ASWD5478;Repuesto 
1242;5;COMPRESOR;5367DRTS58;Repuesto 
1243;5;RADIADOR;ASDR456455;Repuesto 
1244;5;ESCAPE;TYGD5679LL;Repuesto 
1245;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1246;5;HALOGENOS;ARTY0986450;Repuesto 
1247;5;FILTRO DE AIRE;ADT157863;Repuesto 
1248;5;TIJERETA;4587RADADD;Repuesto 
1249;5;BUJIAS;85FDTG2345;Repuesto 
1250;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1251;5;RETROVISOR;GDS0278DW;Repuesto 
1252;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1253;5;BATERIAS DIENER;89JHTF654;Repuesto 
1254;5;TURBINA;ASWD5478;Repuesto 
1255;5;COMPRESOR;5367DRTS58;Repuesto 
1256;5;RADIADOR;ASDR456455;Repuesto 
1257;5;ESCAPE;TYGD5679LL;Repuesto 
1258;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1259;5;HALOGENOS;ARTY0986450;Repuesto 
1260;5;FILTRO DE AIRE;ADT157863;Repuesto 
1261;5;TIJERETA;4587RADADD;Repuesto 
1262;5;BUJIAS;85FDTG2345;Repuesto 
1263;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1264;5;RETROVISOR;GDS0278DW;Repuesto 
1265;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1266;5;BATERIAS DIENER;89JHTF654;Repuesto 
1267;5;TURBINA;ASWD5478;Repuesto 
1268;5;COMPRESOR;5367DRTS58;Repuesto 
1269;5;RADIADOR;ASDR456455;Repuesto 
1270;5;ESCAPE;TYGD5679LL;Repuesto 
1271;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1272;5;HALOGENOS;ARTY0986450;Repuesto 
1273;5;FILTRO DE AIRE;ADT157863;Repuesto 
1274;5;TIJERETA;4587RADADD;Repuesto 
1275;5;BUJIAS;85FDTG2345;Repuesto 
1276;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1277;5;RETROVISOR;GDS0278DW;Repuesto 
1278;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1279;5;BATERIAS DIENER;89JHTF654;Repuesto 
1280;5;TURBINA;ASWD5478;Repuesto 
1281;5;COMPRESOR;5367DRTS58;Repuesto 
1282;5;RADIADOR;ASDR456455;Repuesto 
1283;5;ESCAPE;TYGD5679LL;Repuesto 
1284;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1285;5;HALOGENOS;ARTY0986450;Repuesto 
1286;5;FILTRO DE AIRE;ADT157863;Repuesto 
1287;5;TIJERETA;4587RADADD;Repuesto 
1288;5;BUJIAS;85FDTG2345;Repuesto 
1289;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1290;5;RETROVISOR;GDS0278DW;Repuesto 
1291;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1292;5;BATERIAS DIENER;89JHTF654;Repuesto 
1293;5;TURBINA;ASWD5478;Repuesto 
1294;5;COMPRESOR;5367DRTS58;Repuesto 
1295;5;RADIADOR;ASDR456455;Repuesto 
1296;5;ESCAPE;TYGD5679LL;Repuesto 
1297;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1298;5;HALOGENOS;ARTY0986450;Repuesto 
1299;6;FILTRO DE AIRE;ADT157863;Repuesto 
1300;6;TIJERETA;4587RADADD;Repuesto 
1301;6;BUJIAS;85FDTG2345;Repuesto 
1302;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1303;6;RETROVISOR;GDS0278DW;Repuesto 
1304;6;AMORTIGUADORES;SDFCV44574;Repuesto 
1305;6;BATERIAS DIENER;89JHTF654;Repuesto 
1306;6;TURBINA;ASWD5478;Repuesto 
1307;6;COMPRESOR;5367DRTS58;Repuesto 
1308;6;RADIADOR;ASDR456455;Repuesto 
1309;6;ESCAPE;TYGD5679LL;Repuesto 
1310;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
1311;6;HALOGENOS;ARTY0986450;Repuesto 
1312;6;FILTRO DE AIRE;ADT157863;Repuesto 
1313;6;TIJERETA;4587RADADD;Repuesto 
1314;6;BUJIAS;85FDTG2345;Repuesto 
1315;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1316;6;RETROVISOR;GDS0278DW;Repuesto 
1317;6;AMORTIGUADORES;SDFCV44574;Repuesto 
1318;6;BATERIAS DIENER;89JHTF654;Repuesto 
1319;6;TURBINA;ASWD5478;Repuesto 
1320;6;COMPRESOR;5367DRTS58;Repuesto 
1321;6;RADIADOR;ASDR456455;Repuesto 
1322;6;ESCAPE;TYGD5679LL;Repuesto 
1323;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
1324;6;HALOGENOS;ARTY0986450;Repuesto 
1325;6;FILTRO DE AIRE;ADT157863;Repuesto 
1326;6;TIJERETA;4587RADADD;Repuesto 
1327;6;BUJIAS;85FDTG2345;Repuesto 
1328;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1329;6;RETROVISOR;GDS0278DW;Repuesto 
1330;6;AMORTIGUADORES;SDFCV44574;Repuesto 
1331;6;BATERIAS DIENER;89JHTF654;Repuesto 
1332;6;TURBINA;ASWD5478;Repuesto 
1333;6;COMPRESOR;5367DRTS58;Repuesto 
1334;6;RADIADOR;ASDR456455;Repuesto 
1335;6;ESCAPE;TYGD5679LL;Repuesto 
1336;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
1337;6;HALOGENOS;ARTY0986450;Repuesto 
1338;1;FILTRO DE AIRE;ADT157863;Repuesto 
1339;1;TIJERETA;4587RADADD;Repuesto 
1340;1;BUJIAS;85FDTG2345;Repuesto 
1341;1;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1342;1;RETROVISOR;GDS0278DW;Repuesto 
1343;1;AMORTIGUADORES;SDFCV44574;Repuesto 
1344;1;BATERIAS DIENER;89JHTF654;Repuesto 
1345;1;TURBINA;ASWD5478;Repuesto 
1346;1;COMPRESOR;5367DRTS58;Repuesto 
1347;1;RADIADOR;ASDR456455;Repuesto 
1348;1;ESCAPE;TYGD5679LL;Repuesto 
1349;1;DISCO DE FRENOS;VGT5862DE;Repuesto 
1350;1;HALOGENOS;ARTY0986450;Repuesto 
1351;1;FILTRO DE AIRE;ADT157863;Repuesto 
1352;1;TIJERETA;4587RADADD;Repuesto 
1353;1;BUJIAS;85FDTG2345;Repuesto 
1354;1;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1355;1;RETROVISOR;GDS0278DW;Repuesto 
1356;1;AMORTIGUADORES;SDFCV44574;Repuesto 
1357;1;BATERIAS DIENER;89JHTF654;Repuesto 
1358;1;TURBINA;ASWD5478;Repuesto 
1359;1;COMPRESOR;5367DRTS58;Repuesto 
1360;1;RADIADOR;ASDR456455;Repuesto 
1361;1;ESCAPE;TYGD5679LL;Repuesto 
1362;1;DISCO DE FRENOS;VGT5862DE;Repuesto 
1363;1;HALOGENOS;ARTY0986450;Repuesto 
1364;2;FILTRO DE AIRE;ADT157863;Repuesto 
1365;2;TIJERETA;4587RADADD;Repuesto 
1366;2;BUJIAS;85FDTG2345;Repuesto 
1367;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1368;2;RETROVISOR;GDS0278DW;Repuesto 
1369;2;AMORTIGUADORES;SDFCV44574;Repuesto 
1370;2;BATERIAS DIENER;89JHTF654;Repuesto 
1371;2;TURBINA;ASWD5478;Repuesto 
1372;2;COMPRESOR;5367DRTS58;Repuesto 
1373;2;RADIADOR;ASDR456455;Repuesto 
1374;2;ESCAPE;TYGD5679LL;Repuesto 
1375;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
1376;2;HALOGENOS;ARTY0986450;Repuesto 
1377;2;FILTRO DE AIRE;ADT157863;Repuesto 
1378;2;TIJERETA;4587RADADD;Repuesto 
1379;2;BUJIAS;85FDTG2345;Repuesto 
1380;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1381;2;RETROVISOR;GDS0278DW;Repuesto 
1382;2;AMORTIGUADORES;SDFCV44574;Repuesto 
1383;2;BATERIAS DIENER;89JHTF654;Repuesto 
1384;2;TURBINA;ASWD5478;Repuesto 
1385;2;COMPRESOR;5367DRTS58;Repuesto 
1386;2;RADIADOR;ASDR456455;Repuesto 
1387;2;ESCAPE;TYGD5679LL;Repuesto 
1388;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
1389;2;HALOGENOS;ARTY0986450;Repuesto 
1390;2;FILTRO DE AIRE;ADT157863;Repuesto 
1391;2;TIJERETA;4587RADADD;Repuesto 
1392;2;BUJIAS;85FDTG2345;Repuesto 
1393;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1394;2;RETROVISOR;GDS0278DW;Repuesto 
1395;2;AMORTIGUADORES;SDFCV44574;Repuesto 
1396;2;BATERIAS DIENER;89JHTF654;Repuesto 
1397;2;TURBINA;ASWD5478;Repuesto 
1398;2;COMPRESOR;5367DRTS58;Repuesto 
1399;2;RADIADOR;ASDR456455;Repuesto 
1400;2;ESCAPE;TYGD5679LL;Repuesto 
1401;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
1402;2;HALOGENOS;ARTY0986450;Repuesto 
1403;3;FILTRO DE AIRE;ADT157863;Repuesto 
1404;3;TIJERETA;4587RADADD;Repuesto 
1405;3;BUJIAS;85FDTG2345;Repuesto 
1406;3;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1407;3;RETROVISOR;GDS0278DW;Repuesto 
1408;3;AMORTIGUADORES;SDFCV44574;Repuesto 
1409;3;BATERIAS DIENER;89JHTF654;Repuesto 
1410;3;TURBINA;ASWD5478;Repuesto 
1411;3;COMPRESOR;5367DRTS58;Repuesto 
1412;3;RADIADOR;ASDR456455;Repuesto 
1413;3;ESCAPE;TYGD5679LL;Repuesto 
1414;3;DISCO DE FRENOS;VGT5862DE;Repuesto 
1415;3;HALOGENOS;ARTY0986450;Repuesto 
1416;3;FILTRO DE AIRE;ADT157863;Repuesto 
1417;3;TIJERETA;4587RADADD;Repuesto 
1418;3;BUJIAS;85FDTG2345;Repuesto 
1419;3;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1420;3;RETROVISOR;GDS0278DW;Repuesto 
1421;3;AMORTIGUADORES;SDFCV44574;Repuesto 
1422;3;BATERIAS DIENER;89JHTF654;Repuesto 
1423;3;TURBINA;ASWD5478;Repuesto 
1424;3;COMPRESOR;5367DRTS58;Repuesto 
1425;3;RADIADOR;ASDR456455;Repuesto 
1426;3;ESCAPE;TYGD5679LL;Repuesto 
1427;3;DISCO DE FRENOS;VGT5862DE;Repuesto 
1428;3;HALOGENOS;ARTY0986450;Repuesto 
1429;3;FILTRO DE AIRE;ADT157863;Repuesto 
1430;3;TIJERETA;4587RADADD;Repuesto 
1431;3;BUJIAS;85FDTG2345;Repuesto 
1432;3;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1433;3;RETROVISOR;GDS0278DW;Repuesto 
1434;3;AMORTIGUADORES;SDFCV44574;Repuesto 
1435;3;BATERIAS DIENER;89JHTF654;Repuesto 
1436;3;TURBINA;ASWD5478;Repuesto 
1437;3;COMPRESOR;5367DRTS58;Repuesto 
1438;3;RADIADOR;ASDR456455;Repuesto 
1439;3;ESCAPE;TYGD5679LL;Repuesto 
1440;3;DISCO DE FRENOS;VGT5862DE;Repuesto 
1441;3;HALOGENOS;ARTY0986450;Repuesto 
1442;4;FILTRO DE AIRE;ADT157863;Repuesto 
1443;4;TIJERETA;4587RADADD;Repuesto 
1444;4;BUJIAS;85FDTG2345;Repuesto 
1445;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1446;4;RETROVISOR;GDS0278DW;Repuesto 
1447;4;AMORTIGUADORES;SDFCV44574;Repuesto 
1448;4;BATERIAS DIENER;89JHTF654;Repuesto 
1449;4;TURBINA;ASWD5478;Repuesto 
1450;4;COMPRESOR;5367DRTS58;Repuesto 
1451;4;RADIADOR;ASDR456455;Repuesto 
1452;4;ESCAPE;TYGD5679LL;Repuesto 
1453;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
1454;4;HALOGENOS;ARTY0986450;Repuesto 
1455;4;FILTRO DE AIRE;ADT157863;Repuesto 
1456;4;TIJERETA;4587RADADD;Repuesto 
1457;4;BUJIAS;85FDTG2345;Repuesto 
1458;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1459;4;RETROVISOR;GDS0278DW;Repuesto 
1460;4;AMORTIGUADORES;SDFCV44574;Repuesto 
1461;4;BATERIAS DIENER;89JHTF654;Repuesto 
1462;4;TURBINA;ASWD5478;Repuesto 
1463;4;COMPRESOR;5367DRTS58;Repuesto 
1464;4;RADIADOR;ASDR456455;Repuesto 
1465;4;ESCAPE;TYGD5679LL;Repuesto 
1466;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
1467;4;HALOGENOS;ARTY0986450;Repuesto 
1468;4;FILTRO DE AIRE;ADT157863;Repuesto 
1469;4;TIJERETA;4587RADADD;Repuesto 
1470;4;BUJIAS;85FDTG2345;Repuesto 
1471;4;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1472;4;RETROVISOR;GDS0278DW;Repuesto 
1473;4;AMORTIGUADORES;SDFCV44574;Repuesto 
1474;4;BATERIAS DIENER;89JHTF654;Repuesto 
1475;4;TURBINA;ASWD5478;Repuesto 
1476;4;COMPRESOR;5367DRTS58;Repuesto 
1477;4;RADIADOR;ASDR456455;Repuesto 
1478;4;ESCAPE;TYGD5679LL;Repuesto 
1479;4;DISCO DE FRENOS;VGT5862DE;Repuesto 
1480;4;HALOGENOS;ARTY0986450;Repuesto 
1481;5;FILTRO DE AIRE;ADT157863;Repuesto 
1482;5;TIJERETA;4587RADADD;Repuesto 
1483;5;BUJIAS;85FDTG2345;Repuesto 
1484;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1485;5;RETROVISOR;GDS0278DW;Repuesto 
1486;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1487;5;BATERIAS DIENER;89JHTF654;Repuesto 
1488;5;TURBINA;ASWD5478;Repuesto 
1489;5;COMPRESOR;5367DRTS58;Repuesto 
1490;5;RADIADOR;ASDR456455;Repuesto 
1491;5;ESCAPE;TYGD5679LL;Repuesto 
1492;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1493;5;HALOGENOS;ARTY0986450;Repuesto 
1494;5;FILTRO DE AIRE;ADT157863;Repuesto 
1495;5;TIJERETA;4587RADADD;Repuesto 
1496;5;BUJIAS;85FDTG2345;Repuesto 
1497;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1498;5;RETROVISOR;GDS0278DW;Repuesto 
1499;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1500;5;BATERIAS DIENER;89JHTF654;Repuesto 
1501;5;TURBINA;ASWD5478;Repuesto 
1502;5;COMPRESOR;5367DRTS58;Repuesto 
1503;5;RADIADOR;ASDR456455;Repuesto 
1504;5;ESCAPE;TYGD5679LL;Repuesto 
1505;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1506;5;HALOGENOS;ARTY0986450;Repuesto 
1507;5;FILTRO DE AIRE;ADT157863;Repuesto 
1508;5;TIJERETA;4587RADADD;Repuesto 
1509;5;BUJIAS;85FDTG2345;Repuesto 
1510;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1511;5;RETROVISOR;GDS0278DW;Repuesto 
1512;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1513;5;BATERIAS DIENER;89JHTF654;Repuesto 
1514;5;TURBINA;ASWD5478;Repuesto 
1515;5;COMPRESOR;5367DRTS58;Repuesto 
1516;5;RADIADOR;ASDR456455;Repuesto 
1517;5;ESCAPE;TYGD5679LL;Repuesto 
1518;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1519;5;HALOGENOS;ARTY0986450;Repuesto 
1520;5;FILTRO DE AIRE;ADT157863;Repuesto 
1521;5;TIJERETA;4587RADADD;Repuesto 
1522;5;BUJIAS;85FDTG2345;Repuesto 
1523;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1524;5;RETROVISOR;GDS0278DW;Repuesto 
1525;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1526;5;BATERIAS DIENER;89JHTF654;Repuesto 
1527;5;TURBINA;ASWD5478;Repuesto 
1528;5;COMPRESOR;5367DRTS58;Repuesto 
1529;5;RADIADOR;ASDR456455;Repuesto 
1530;5;ESCAPE;TYGD5679LL;Repuesto 
1531;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1532;5;HALOGENOS;ARTY0986450;Repuesto 
1533;5;FILTRO DE AIRE;ADT157863;Repuesto 
1534;5;TIJERETA;4587RADADD;Repuesto 
1535;5;BUJIAS;85FDTG2345;Repuesto 
1536;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1537;5;RETROVISOR;GDS0278DW;Repuesto 
1538;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1539;5;BATERIAS DIENER;89JHTF654;Repuesto 
1540;5;TURBINA;ASWD5478;Repuesto 
1541;5;COMPRESOR;5367DRTS58;Repuesto 
1542;5;RADIADOR;ASDR456455;Repuesto 
1543;5;ESCAPE;TYGD5679LL;Repuesto 
1544;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1545;5;HALOGENOS;ARTY0986450;Repuesto 
1546;5;FILTRO DE AIRE;ADT157863;Repuesto 
1547;5;TIJERETA;4587RADADD;Repuesto 
1548;5;BUJIAS;85FDTG2345;Repuesto 
1549;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1550;5;RETROVISOR;GDS0278DW;Repuesto 
1551;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1552;5;BATERIAS DIENER;89JHTF654;Repuesto 
1553;5;TURBINA;ASWD5478;Repuesto 
1554;5;COMPRESOR;5367DRTS58;Repuesto 
1555;5;RADIADOR;ASDR456455;Repuesto 
1556;5;ESCAPE;TYGD5679LL;Repuesto 
1557;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1558;5;HALOGENOS;ARTY0986450;Repuesto 
1559;5;FILTRO DE AIRE;ADT157863;Repuesto 
1560;5;TIJERETA;4587RADADD;Repuesto 
1561;5;BUJIAS;85FDTG2345;Repuesto 
1562;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1563;5;RETROVISOR;GDS0278DW;Repuesto 
1564;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1565;5;BATERIAS DIENER;89JHTF654;Repuesto 
1566;5;TURBINA;ASWD5478;Repuesto 
1567;5;COMPRESOR;5367DRTS58;Repuesto 
1568;5;RADIADOR;ASDR456455;Repuesto 
1569;5;ESCAPE;TYGD5679LL;Repuesto 
1570;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1571;5;HALOGENOS;ARTY0986450;Repuesto 
1572;5;FILTRO DE AIRE;ADT157863;Repuesto 
1573;5;TIJERETA;4587RADADD;Repuesto 
1574;5;BUJIAS;85FDTG2345;Repuesto 
1575;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1576;5;RETROVISOR;GDS0278DW;Repuesto 
1577;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1578;5;BATERIAS DIENER;89JHTF654;Repuesto 
1579;5;TURBINA;ASWD5478;Repuesto 
1580;5;COMPRESOR;5367DRTS58;Repuesto 
1581;5;RADIADOR;ASDR456455;Repuesto 
1582;5;ESCAPE;TYGD5679LL;Repuesto 
1583;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1584;5;HALOGENOS;ARTY0986450;Repuesto 
1585;5;FILTRO DE AIRE;ADT157863;Repuesto 
1586;5;TIJERETA;4587RADADD;Repuesto 
1587;5;BUJIAS;85FDTG2345;Repuesto 
1588;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1589;5;RETROVISOR;GDS0278DW;Repuesto 
1590;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1591;5;BATERIAS DIENER;89JHTF654;Repuesto 
1592;5;TURBINA;ASWD5478;Repuesto 
1593;5;COMPRESOR;5367DRTS58;Repuesto 
1594;5;RADIADOR;ASDR456455;Repuesto 
1595;5;ESCAPE;TYGD5679LL;Repuesto 
1596;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1597;5;HALOGENOS;ARTY0986450;Repuesto 
1598;5;FILTRO DE AIRE;ADT157863;Repuesto 
1599;5;TIJERETA;4587RADADD;Repuesto 
1600;5;BUJIAS;85FDTG2345;Repuesto 
1601;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1602;5;RETROVISOR;GDS0278DW;Repuesto 
1603;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1604;5;BATERIAS DIENER;89JHTF654;Repuesto 
1605;5;TURBINA;ASWD5478;Repuesto 
1606;5;COMPRESOR;5367DRTS58;Repuesto 
1607;5;RADIADOR;ASDR456455;Repuesto 
1608;5;ESCAPE;TYGD5679LL;Repuesto 
1609;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1610;5;HALOGENOS;ARTY0986450;Repuesto 
1611;5;FILTRO DE AIRE;ADT157863;Repuesto 
1612;5;TIJERETA;4587RADADD;Repuesto 
1613;5;BUJIAS;85FDTG2345;Repuesto 
1614;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1615;5;RETROVISOR;GDS0278DW;Repuesto 
1616;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1617;5;BATERIAS DIENER;89JHTF654;Repuesto 
1618;5;TURBINA;ASWD5478;Repuesto 
1619;5;COMPRESOR;5367DRTS58;Repuesto 
1620;5;RADIADOR;ASDR456455;Repuesto 
1621;5;ESCAPE;TYGD5679LL;Repuesto 
1622;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1623;5;HALOGENOS;ARTY0986450;Repuesto 
1624;5;FILTRO DE AIRE;ADT157863;Repuesto 
1625;5;TIJERETA;4587RADADD;Repuesto 
1626;5;BUJIAS;85FDTG2345;Repuesto 
1627;5;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1628;5;RETROVISOR;GDS0278DW;Repuesto 
1629;5;AMORTIGUADORES;SDFCV44574;Repuesto 
1630;5;BATERIAS DIENER;89JHTF654;Repuesto 
1631;5;TURBINA;ASWD5478;Repuesto 
1632;5;COMPRESOR;5367DRTS58;Repuesto 
1633;5;RADIADOR;ASDR456455;Repuesto 
1634;5;ESCAPE;TYGD5679LL;Repuesto 
1635;5;DISCO DE FRENOS;VGT5862DE;Repuesto 
1636;5;HALOGENOS;ARTY0986450;Repuesto 
1637;6;FILTRO DE AIRE;ADT157863;Repuesto 
1638;6;TIJERETA;4587RADADD;Repuesto 
1639;6;BUJIAS;85FDTG2345;Repuesto 
1640;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1641;6;RETROVISOR;GDS0278DW;Repuesto 
1642;6;AMORTIGUADORES;SDFCV44574;Repuesto 
1643;6;BATERIAS DIENER;89JHTF654;Repuesto 
1644;6;TURBINA;ASWD5478;Repuesto 
1645;6;COMPRESOR;5367DRTS58;Repuesto 
1646;6;RADIADOR;ASDR456455;Repuesto 
1647;6;ESCAPE;TYGD5679LL;Repuesto 
1648;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
1649;6;HALOGENOS;ARTY0986450;Repuesto 
1650;6;FILTRO DE AIRE;ADT157863;Repuesto 
1651;6;TIJERETA;4587RADADD;Repuesto 
1652;6;BUJIAS;85FDTG2345;Repuesto 
1653;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1654;6;RETROVISOR;GDS0278DW;Repuesto 
1655;6;AMORTIGUADORES;SDFCV44574;Repuesto 
1656;6;BATERIAS DIENER;89JHTF654;Repuesto 
1657;6;TURBINA;ASWD5478;Repuesto 
1658;6;COMPRESOR;5367DRTS58;Repuesto 
1659;6;RADIADOR;ASDR456455;Repuesto 
1660;6;ESCAPE;TYGD5679LL;Repuesto 
1661;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
1662;6;HALOGENOS;ARTY0986450;Repuesto 
1663;6;FILTRO DE AIRE;ADT157863;Repuesto 
1664;6;TIJERETA;4587RADADD;Repuesto 
1665;6;BUJIAS;85FDTG2345;Repuesto 
1666;6;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1667;6;RETROVISOR;GDS0278DW;Repuesto 
1668;6;AMORTIGUADORES;SDFCV44574;Repuesto 
1669;6;BATERIAS DIENER;89JHTF654;Repuesto 
1670;6;TURBINA;ASWD5478;Repuesto 
1671;6;COMPRESOR;5367DRTS58;Repuesto 
1672;6;RADIADOR;ASDR456455;Repuesto 
1673;6;ESCAPE;TYGD5679LL;Repuesto 
1674;6;DISCO DE FRENOS;VGT5862DE;Repuesto 
1675;6;HALOGENOS;ARTY0986450;Repuesto 
1676;1;FILTRO DE AIRE;ADT157863;Repuesto 
1677;1;TIJERETA;4587RADADD;Repuesto 
1678;1;BUJIAS;85FDTG2345;Repuesto 
1679;1;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1680;1;RETROVISOR;GDS0278DW;Repuesto 
1681;1;AMORTIGUADORES;SDFCV44574;Repuesto 
1682;1;BATERIAS DIENER;89JHTF654;Repuesto 
1683;1;TURBINA;ASWD5478;Repuesto 
1684;1;COMPRESOR;5367DRTS58;Repuesto 
1685;1;RADIADOR;ASDR456455;Repuesto 
1686;1;ESCAPE;TYGD5679LL;Repuesto 
1687;1;DISCO DE FRENOS;VGT5862DE;Repuesto 
1688;1;HALOGENOS;ARTY0986450;Repuesto 
1689;1;FILTRO DE AIRE;ADT157863;Repuesto 
1690;1;TIJERETA;4587RADADD;Repuesto 
1691;1;BUJIAS;85FDTG2345;Repuesto 
1692;1;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1693;1;RETROVISOR;GDS0278DW;Repuesto 
1694;1;AMORTIGUADORES;SDFCV44574;Repuesto 
1695;1;BATERIAS DIENER;89JHTF654;Repuesto 
1696;1;TURBINA;ASWD5478;Repuesto 
1697;1;COMPRESOR;5367DRTS58;Repuesto 
1698;1;RADIADOR;ASDR456455;Repuesto 
1699;1;ESCAPE;TYGD5679LL;Repuesto 
1700;1;DISCO DE FRENOS;VGT5862DE;Repuesto 
1701;1;HALOGENOS;ARTY0986450;Repuesto 
1702;2;FILTRO DE AIRE;ADT157863;Repuesto 
1703;2;TIJERETA;4587RADADD;Repuesto 
1704;2;BUJIAS;85FDTG2345;Repuesto 
1705;2;PASTILLAS DE FRENO;53556FDS4RT;Repuesto 
1706;2;RETROVISOR;GDS0278DW;Repuesto 
1707;2;AMORTIGUADORES;SDFCV44574;Repuesto 
1708;2;BATERIAS DIENER;89JHTF654;Repuesto 
1709;2;TURBINA;ASWD5478;Repuesto 
1710;2;COMPRESOR;5367DRTS58;Repuesto 
1711;2;RADIADOR;ASDR456455;Repuesto 
1712;2;ESCAPE;TYGD5679LL;Repuesto 
1713;2;DISCO DE FRENOS;VGT5862DE;Repuesto 
1714;2;HALOGENOS;ARTY0986450;Repuesto 
1715;2;FILTRO DE AIRE;ADT157863;Repuesto 
1716;2;TIJERETA;4587RADADD;Repuesto 
1717;2;BUJIAS;85FDTG2345;Repuesto 
